# gene-model: GENCODE v36
gene_id	gene_name	gene_type	unstranded	stranded_first	stranded_second	tpm_unstranded	fpkm_unstranded	fpkm_uq_unstranded
ENSG00000183476.12	SH2D7	protein_coding	0	51	68	0.0000	0.0000	0.0000
ENSG00000183479.12	TREX2	protein_coding	19	8	11	0.4003	0.1425	0.1509
ENSG00000183484.12	GPR132	protein_coding	144	77	67	1.9639	0.6989	0.7402
ENSG00000183486.13	MX2	protein_coding	215	109	106	0.9464	0.3368	0.3567
ENSG00000183495.14	EP400	protein_coding	2932	1565	1619	9.2957	3.3083	3.5038
ENSG00000183496.6	MEX3B	protein_coding	90	44	46	1.1856	0.4219	0.4469
ENSG00000183506.17	PI4KAP2	transcribed_unitary_pseudogene	130	73	57	0.9949	0.3541	0.3750
ENSG00000183508.5	TENT5C	protein_coding	166	79	87	1.6793	0.5977	0.6330
ENSG00000183513.9	COA5	protein_coding	1525	756	769	31.6496	11.2641	11.9297
ENSG00000183514.4	TDGF1P2	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183520.12	UTP11	protein_coding	2117	1076	1041	35.8141	12.7462	13.4994
ENSG00000183527.12	PSMG1	protein_coding	2807	1400	1407	74.6067	26.5525	28.1216
ENSG00000183530.14	PRR14L	protein_coding	2516	1254	1262	12.1864	4.3371	4.5934
ENSG00000183535.9	COL18A1-AS1	lncRNA	1	0	1	0.0166	0.0059	0.0062
ENSG00000183542.5	KLRC4	protein_coding	1	1	0	0.0615	0.0219	0.0232
ENSG00000183549.10	ACSM5	protein_coding	54	33	26	0.7794	0.2774	0.2938
ENSG00000183559.12	C10orf120	protein_coding	1	1	0	0.0526	0.0187	0.0198
ENSG00000183560.9	IZUMO1R	protein_coding	2	1	1	0.1383	0.0492	0.0521
ENSG00000183562.3	AC131971.1	lncRNA	6	1	5	0.2316	0.0824	0.0873
ENSG00000183566.10	BPIFA4P	transcribed_unprocessed_pseudogene	1	1	0	0.0332	0.0118	0.0125
ENSG00000183569.18	SERHL2	protein_coding	58	77	70	1.1760	0.4185	0.4433
ENSG00000183570.16	PCBP3	protein_coding	76	38	38	0.6366	0.2266	0.2400
ENSG00000183571.11	PGPEP1L	protein_coding	3	1	2	0.1055	0.0375	0.0398
ENSG00000183576.13	SETD3	protein_coding	3281	1631	1650	36.1869	12.8789	13.6400
ENSG00000183578.8	TNFAIP8L3	protein_coding	35	13	22	0.7783	0.2770	0.2934
ENSG00000183579.16	ZNRF3	protein_coding	784	394	390	6.4162	2.2835	2.4185
ENSG00000183580.10	FBXL7	protein_coding	1176	636	540	13.8120	4.9157	5.2062
ENSG00000183586.8	HMGN3P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183597.16	TANGO2	protein_coding	748	986	1027	5.7855	2.0591	2.1807
ENSG00000183598.4	H3C13	protein_coding	1	0	1	0.1220	0.0434	0.0460
ENSG00000183604.14	SMG1P5	transcribed_unprocessed_pseudogene	42	18	24	0.5014	0.1785	0.1890
ENSG00000183605.17	SFXN4	protein_coding	1386	672	714	41.3973	14.7333	15.6039
ENSG00000183607.10	GKN2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183615.6	FAM167B	protein_coding	5072	2516	2556	306.3424	109.0272	115.4699
ENSG00000183617.5	MRPL54	protein_coding	2226	1159	1067	129.2608	46.0039	48.7224
ENSG00000183621.15	ZNF438	protein_coding	659	329	330	8.8337	3.1439	3.3297
ENSG00000183624.14	HMCES	protein_coding	1498	773	725	30.7876	10.9573	11.6048
ENSG00000183625.15	CCR3	protein_coding	1	0	1	0.0160	0.0057	0.0060
ENSG00000183628.14	DGCR6	protein_coding	0	17	20	0.0000	0.0000	0.0000
ENSG00000183629.13	GOLGA8G	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183631.5	PRR32	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183632.14	TP53TG3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183638.6	RP1L1	protein_coding	5	1	4	0.0321	0.0114	0.0121
ENSG00000183640.6	KRTAP8-1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183643.4	C15orf32	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000183644.13	HOATZ	protein_coding	5	2	3	0.0872	0.0310	0.0329
ENSG00000183647.10	ZNF530	protein_coding	207	92	115	2.3590	0.8396	0.8892
ENSG00000183648.11	NDUFB1	protein_coding	3307	1672	1640	83.5848	29.7478	31.5057
ENSG00000183654.9	MARCHF11	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183655.13	KLHL25	protein_coding	292	158	134	2.3487	0.8359	0.8853
ENSG00000183662.11	TAFA1	protein_coding	2	1	1	0.0395	0.0140	0.0149
ENSG00000183663.6	GAPDHP30	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183665.5	TRMT12	protein_coding	2182	1100	1082	53.5415	19.0554	20.1814
ENSG00000183666.17	GUSBP1	transcribed_unprocessed_pseudogene	520	258	262	4.5576	1.6220	1.7179
ENSG00000183668.18	PSG9	protein_coding	141	73	68	1.5976	0.5686	0.6022
ENSG00000183671.12	GPR1	protein_coding	10	4	6	0.2018	0.0718	0.0761
ENSG00000183674.12	LINC00518	lncRNA	370	214	226	10.3945	3.6994	3.9180
ENSG00000183682.8	BMP8A	protein_coding	286	236	225	2.9025	1.0330	1.0940
ENSG00000183684.8	ALYREF	protein_coding	945	510	509	34.1451	12.1522	12.8703
ENSG00000183688.4	RFLNB	protein_coding	3748	1890	1858	59.2037	21.0706	22.3157
ENSG00000183690.13	EFHC2	protein_coding	5	2	3	0.0859	0.0306	0.0324
ENSG00000183691.6	NOG	protein_coding	3	1	2	0.0897	0.0319	0.0338
ENSG00000183695.3	MRGPRX2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183696.14	UPP1	protein_coding	1040	514	526	12.9881	4.6225	4.8956
ENSG00000183704.7	SLC9B1P1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183706.5	OR4N4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183709.8	IFNL2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183715.13	OPCML	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183718.5	TRIM52	protein_coding	310	347	361	2.7021	0.9617	1.0185
ENSG00000183722.9	LHFPL6	protein_coding	1851	905	946	23.1974	8.2559	8.7438
ENSG00000183723.13	CMTM4	protein_coding	2619	1328	1292	18.3737	6.5392	6.9256
ENSG00000183726.11	TMEM50A	protein_coding	7798	3994	4023	148.1817	52.7378	55.8542
ENSG00000183733.6	FIGLA	protein_coding	1	0	1	0.0792	0.0282	0.0299
ENSG00000183734.4	ASCL2	protein_coding	62	37	25	1.9148	0.6815	0.7218
ENSG00000183735.11	TBK1	protein_coding	1636	880	801	6.3587	2.2631	2.3968
ENSG00000183741.12	CBX6	protein_coding	7419	3671	3748	53.0901	18.8947	20.0113
ENSG00000183742.13	MACC1	protein_coding	11	6	5	0.0636	0.0226	0.0240
ENSG00000183747.12	ACSM2A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183751.15	TBL3	protein_coding	3822	1920	1932	30.7079	10.9289	11.5747
ENSG00000183753.10	BPY2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183760.11	ACP7	protein_coding	1	0	1	0.0188	0.0067	0.0071
ENSG00000183762.13	KREMEN1	protein_coding	2876	1394	1482	20.5113	7.3000	7.7313
ENSG00000183763.9	TRAIP	protein_coding	85	36	49	1.4909	0.5306	0.5620
ENSG00000183765.23	CHEK2	protein_coding	260	266	273	3.3099	1.1780	1.2476
ENSG00000183770.7	FOXL2	protein_coding	31	18	13	0.6085	0.2166	0.2294
ENSG00000183773.15	AIFM3	protein_coding	38	19	19	0.4024	0.1432	0.1517
ENSG00000183775.11	KCTD16	protein_coding	4	1	3	0.0161	0.0057	0.0061
ENSG00000183778.17	B3GALT5	protein_coding	3	1	3	0.0120	0.0043	0.0045
ENSG00000183779.7	ZNF703	protein_coding	2211	1102	1110	38.1375	13.5731	14.3752
ENSG00000183780.13	SLC35F3	protein_coding	6	3	3	0.0996	0.0354	0.0375
ENSG00000183783.7	KCTD8	protein_coding	17	8	9	0.3585	0.1276	0.1351
ENSG00000183784.7	DOCK8-AS1	lncRNA	26	14	22	0.4844	0.1724	0.1826
ENSG00000183785.15	TUBA8	protein_coding	39	28	21	0.6125	0.2180	0.2309
ENSG00000183793.14	NPIPA5	protein_coding	6	4	3	0.2264	0.0806	0.0853
ENSG00000183795.8	BPY2B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183798.5	EMILIN3	protein_coding	24	139	129	0.3621	0.1289	0.1365
ENSG00000183801.8	OLFML1	protein_coding	298	145	153	4.9607	1.7655	1.8698
ENSG00000183807.8	FAM162B	protein_coding	32	19	13	1.7736	0.6312	0.6685
ENSG00000183808.11	RBM12B	protein_coding	603	531	506	4.5275	1.6113	1.7065
ENSG00000183813.7	CCR4	protein_coding	44	26	18	0.8320	0.2961	0.3136
ENSG00000183814.15	LIN9	protein_coding	147	69	78	1.8929	0.6737	0.7135
ENSG00000183822.3	NCF4-AS1	lncRNA	0	23	19	0.0000	0.0000	0.0000
ENSG00000183826.18	BTBD9	protein_coding	4814	2415	2399	28.8717	10.2754	10.8826
ENSG00000183828.15	NUDT14	protein_coding	2485	1240	1246	74.1837	26.4020	27.9621
ENSG00000183831.7	ANKRD45	protein_coding	6	3	3	0.0832	0.0296	0.0314
ENSG00000183833.16	CFAP91	protein_coding	1	1	0	0.0080	0.0029	0.0030
ENSG00000183837.9	PNMA3	protein_coding	5290	2679	2611	80.7298	28.7317	30.4295
ENSG00000183840.7	GPR39	protein_coding	0	20	30	0.0000	0.0000	0.0000
ENSG00000183844.17	FAM3B	protein_coding	40	15	25	0.5977	0.2127	0.2253
ENSG00000183850.14	ZNF730	protein_coding	6	3	3	0.1058	0.0377	0.0399
ENSG00000183853.18	KIRREL1	protein_coding	9023	4502	4521	65.5607	23.3330	24.7119
ENSG00000183856.11	IQGAP3	protein_coding	325	157	168	2.7572	0.9813	1.0393
ENSG00000183862.5	CNGA2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000183864.5	TOB2	protein_coding	2423	1216	1207	31.9258	11.3624	12.0338
ENSG00000183873.18	SCN5A	protein_coding	5	2	3	0.0285	0.0101	0.0107
ENSG00000183876.9	ARSI	protein_coding	102	59	43	1.8113	0.6446	0.6827
ENSG00000183878.15	UTY	protein_coding	2	0	2	0.0124	0.0044	0.0047
ENSG00000183888.4	SRARP	protein_coding	1	0	1	0.0188	0.0067	0.0071
ENSG00000183889.12	AC138969.1	protein_coding	1	1	1	0.0072	0.0026	0.0027
ENSG00000183891.6	TTC32	protein_coding	168	85	85	4.8166	1.7142	1.8155
ENSG00000183908.7	LRRC55	protein_coding	3	0	3	0.0317	0.0113	0.0120
ENSG00000183909.6	OR4G2P	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183911.7	RPL21P132	processed_pseudogene	2	2	0	0.2476	0.0881	0.0933
ENSG00000183914.14	DNAH2	protein_coding	8	6	3	0.0266	0.0095	0.0100
ENSG00000183918.17	SH2D1A	protein_coding	142	63	79	2.6939	0.9588	1.0154
ENSG00000183921.7	SDR42E2	protein_coding	4	3	1	0.0870	0.0310	0.0328
ENSG00000183929.7	DUSP5P1	processed_pseudogene	11	6	5	0.5524	0.1966	0.2082
ENSG00000183935.5	HTR7P1	transcribed_processed_pseudogene	190	104	86	2.4637	0.8768	0.9287
ENSG00000183938.5	TRBV21OR9-2	TR_V_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000183943.6	PRKX	protein_coding	2477	1216	1261	21.7198	7.7301	8.1869
ENSG00000183955.13	KMT5A	protein_coding	1159	556	604	14.4932	5.1581	5.4629
ENSG00000183960.9	KCNH8	protein_coding	10	5	9	0.0940	0.0334	0.0354
ENSG00000183963.19	SMTN	protein_coding	1343	724	777	7.5001	2.6693	2.8270
ENSG00000183971.10	NPW	protein_coding	7	3	4	0.4314	0.1536	0.1626
ENSG00000183977.14	PP2D1	protein_coding	6	97	128	0.1376	0.0490	0.0519
ENSG00000183978.8	COA3	protein_coding	2419	1211	1212	71.6525	25.5011	27.0080
ENSG00000183979.8	NPB	protein_coding	0	26	24	0.0000	0.0000	0.0000
ENSG00000183981.8	MAGEA13P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184005.11	ST6GALNAC3	protein_coding	196	93	103	1.5545	0.5532	0.5859
ENSG00000184007.22	PTP4A2	protein_coding	9374	4820	4554	79.9300	28.4471	30.1281
ENSG00000184009.12	ACTG1	protein_coding	214425	106314	108127	4200.2042	1494.8516	1583.1861
ENSG00000184012.13	TMPRSS2	protein_coding	101	45	56	0.8768	0.3120	0.3305
ENSG00000184014.8	DENND5A	protein_coding	4115	2035	2080	27.3430	9.7314	10.3064
ENSG00000184022.4	OR2T10	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184029.9	DSCR4	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000184032.3	KRTAP20-2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184033.13	CTAG1B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184047.20	DIABLO	protein_coding	49	28	27	0.4027	0.1433	0.1518
ENSG00000184055.4	OR7E87P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184056.15	VPS33B	protein_coding	146	84	62	2.2239	0.7915	0.8383
ENSG00000184058.14	TBX1	protein_coding	48	18	30	0.7669	0.2729	0.2891
ENSG00000184060.11	ADAP2	protein_coding	625	360	389	9.5329	3.3928	3.5933
ENSG00000184068.2	SREBF2-AS1	lncRNA	9	352	364	0.1722	0.0613	0.0649
ENSG00000184076.13	UQCR10	protein_coding	1584	2744	2830	92.9241	33.0717	35.0260
ENSG00000184083.12	FAM120C	protein_coding	1769	869	900	11.4993	4.0926	4.3344
ENSG00000184084.7	AC091868.1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184100.6	BRD7P2	processed_pseudogene	6	3	3	0.1765	0.0628	0.0665
ENSG00000184106.8	TREML3P	transcribed_unprocessed_pseudogene	1	0	1	0.0585	0.0208	0.0220
ENSG00000184108.8	TRIML1	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184110.15	EIF3C	protein_coding	452	239	220	3.7333	1.3287	1.4072
ENSG00000184111.6	RPL11P4	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184113.9	CLDN5	protein_coding	586	284	302	9.7748	3.4788	3.6844
ENSG00000184115.17	AC112229.1	transcribed_unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184117.12	NIPSNAP1	protein_coding	2605	1290	1315	49.9496	17.7771	18.8276
ENSG00000184139.8	RPL7AP28	processed_pseudogene	2	1	1	0.2003	0.0713	0.0755
ENSG00000184140.6	OR4F6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184144.12	CNTN2	protein_coding	22	9	13	0.0710	0.0253	0.0268
ENSG00000184148.4	SPRR4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184154.15	LRTOMT	protein_coding	335	172	163	5.4112	1.9259	2.0397
ENSG00000184155.8	OR10J5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184156.17	KCNQ3	protein_coding	41	30	11	0.1843	0.0656	0.0695
ENSG00000184160.8	ADRA2C	protein_coding	258	127	131	6.7724	2.4103	2.5527
ENSG00000184162.15	NR2C2AP	protein_coding	676	711	726	21.5888	7.6835	8.1375
ENSG00000184163.3	C1QTNF12	protein_coding	18	13	6	0.5739	0.2042	0.2163
ENSG00000184164.15	CRELD2	protein_coding	2332	1342	1196	25.8197	9.1892	9.7323
ENSG00000184166.2	OR1D2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184178.16	SCFD2	protein_coding	1392	705	687	25.0690	8.9220	9.4493
ENSG00000184182.19	UBE2F	protein_coding	511	247	264	6.8966	2.4545	2.5996
ENSG00000184185.10	KCNJ12	protein_coding	475	235	240	4.9805	1.7726	1.8773
ENSG00000184188.6	AC026410.1	processed_pseudogene	4	2	2	0.2078	0.0740	0.0783
ENSG00000184194.6	GPR173	protein_coding	45	26	19	0.5242	0.1866	0.1976
ENSG00000184203.8	PPP1R2	protein_coding	1493	712	781	16.6691	5.9325	6.2831
ENSG00000184205.14	TSPYL2	protein_coding	1697	880	817	19.6169	6.9816	7.3942
ENSG00000184206.12	GOLGA6L4	protein_coding	5	2	3	0.0472	0.0168	0.0178
ENSG00000184207.9	PGP	protein_coding	1089	638	631	19.6865	7.0064	7.4205
ENSG00000184208.12	C22orf46	transcribed_unitary_pseudogene	2006	1037	1045	21.2991	7.5804	8.0283
ENSG00000184209.15	SNRNP35	protein_coding	1782	1104	1125	21.7188	7.7297	8.1865
ENSG00000184210.6	DGAT2L6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184216.14	IRAK1	protein_coding	6982	3507	3477	101.9540	36.2854	38.4296
ENSG00000184220.12	CMSS1	protein_coding	507	258	249	4.0238	1.4321	1.5167
ENSG00000184221.13	OLIG1	protein_coding	275	155	149	6.9201	2.4629	2.6084
ENSG00000184224.3	C11orf72	lncRNA	10	7	5	0.2350	0.0836	0.0886
ENSG00000184226.15	PCDH9	protein_coding	55	24	31	0.1017	0.0362	0.0383
ENSG00000184227.8	ACOT1	protein_coding	375	198	177	12.7219	4.5277	4.7953
ENSG00000184232.9	OAF	protein_coding	2339	1169	1170	45.9269	16.3454	17.3113
ENSG00000184254.17	ALDH1A3	protein_coding	241	340	366	2.5838	0.9196	0.9739
ENSG00000184260.6	H2AC20	protein_coding	43	23	23	4.9787	1.7719	1.8766
ENSG00000184261.5	KCNK12	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184270.6	H2AC21	protein_coding	0	4	0	0.0000	0.0000	0.0000
ENSG00000184271.17	POU6F1	protein_coding	378	180	198	3.5749	1.2723	1.3475
ENSG00000184274.3	LINC00315	lncRNA	0	2	1	0.0000	0.0000	0.0000
ENSG00000184276.3	DEFB108B	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184277.13	TM2D3	protein_coding	2159	1099	1060	10.3825	3.6951	3.9135
ENSG00000184281.15	TSSC4	protein_coding	2908	1435	1473	62.5538	22.2629	23.5785
ENSG00000184292.7	TACSTD2	protein_coding	197	95	102	6.1912	2.2034	2.3336
ENSG00000184293.7	CLECL1	protein_coding	30	15	15	0.9971	0.3549	0.3758
ENSG00000184302.7	SIX6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184303.5	DRD5P1	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184304.16	PRKD1	protein_coding	372	184	188	4.0754	1.4504	1.5361
ENSG00000184305.15	CCSER1	protein_coding	497	242	255	2.7141	0.9659	1.0230
ENSG00000184307.16	ZDHHC23	protein_coding	164	85	91	1.3142	0.4677	0.4953
ENSG00000184313.20	MROH7	protein_coding	2	2	0	0.0126	0.0045	0.0047
ENSG00000184319.16	RPL23AP82	transcribed_unprocessed_pseudogene	621	338	322	8.3576	2.9745	3.1502
ENSG00000184321.1	OR51J1	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184330.12	S100A7A	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184343.11	SRPK3	protein_coding	22	12	10	0.2653	0.0944	0.1000
ENSG00000184344.4	GDF3	protein_coding	2	1	1	0.0926	0.0329	0.0349
ENSG00000184345.5	IQCF2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184347.15	SLIT3	protein_coding	460	282	289	1.8438	0.6562	0.6950
ENSG00000184349.13	EFNA5	protein_coding	184	95	89	1.8319	0.6520	0.6905
ENSG00000184350.11	MRGPRE	protein_coding	16	15	3	0.2228	0.0793	0.0840
ENSG00000184351.8	KRTAP19-1	protein_coding	16	4	12	1.3824	0.4920	0.5211
ENSG00000184357.5	H1-5	protein_coding	3	2	1	0.2153	0.0766	0.0812
ENSG00000184361.13	SPATA32	protein_coding	4	1	4	0.1187	0.0422	0.0447
ENSG00000184363.10	PKP3	protein_coding	24	14	11	0.3617	0.1287	0.1363
ENSG00000184368.16	MAP7D2	protein_coding	674	345	329	8.8299	3.1425	3.3282
ENSG00000184371.14	CSF1	protein_coding	2470	1246	1224	26.9718	9.5992	10.1665
ENSG00000184374.3	COLEC10	protein_coding	1	1	0	0.0162	0.0058	0.0061
ENSG00000184378.3	ACTRT3	protein_coding	105	42	67	3.5941	1.2791	1.3547
ENSG00000184381.20	PLA2G6	protein_coding	1173	865	840	8.2322	2.9299	3.1030
ENSG00000184384.14	MAML2	protein_coding	2566	1428	1385	20.6021	7.3323	7.7655
ENSG00000184385.2	UMODL1-AS1	lncRNA	3	3	1	0.0801	0.0285	0.0302
ENSG00000184388.6	PABPC1L2B	protein_coding	1	1	0	0.0181	0.0064	0.0068
ENSG00000184389.9	A3GALT2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184394.2	OR4N5	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184402.15	SS18L1	protein_coding	1376	714	662	15.2823	5.4390	5.7604
ENSG00000184408.10	KCND2	protein_coding	2	1	1	0.0189	0.0067	0.0071
ENSG00000184414.2	IRS3P	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184423.5	RPL23AP38	processed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184428.13	TOP1MT	protein_coding	3215	1625	1593	28.6211	10.1862	10.7882
ENSG00000184432.11	COPB2	protein_coding	8221	4353	4313	25.1173	8.9393	9.4675
ENSG00000184434.8	LRRC19	protein_coding	3	3	0	0.0478	0.0170	0.0180
ENSG00000184436.12	THAP7	protein_coding	1296	687	669	25.7479	9.1637	9.7052
ENSG00000184441.4	AP001062.1	lncRNA	88	732	758	1.1560	0.4114	0.4357
ENSG00000184445.12	KNTC1	protein_coding	411	211	200	2.0758	0.7388	0.7824
ENSG00000184451.5	CCR10	protein_coding	48	71	87	1.0483	0.3731	0.3951
ENSG00000184454.7	NCMAP	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184459.8	BPIFC	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184465.16	WDR27	protein_coding	132	72	60	0.5987	0.2131	0.2257
ENSG00000184470.21	TXNRD2	protein_coding	1386	710	685	9.6666	3.4403	3.6436
ENSG00000184471.8	C1QTNF8	protein_coding	2	0	2	0.0323	0.0115	0.0122
ENSG00000184478.7	OR56A3	protein_coding	11	4	7	0.1302	0.0463	0.0491
ENSG00000184481.17	FOXO4	protein_coding	3430	1697	1733	51.7646	18.4230	19.5117
ENSG00000184486.10	POU3F2	protein_coding	8	4	4	0.0937	0.0333	0.0353
ENSG00000184489.12	PTP4A3	protein_coding	36695	18154	18542	730.0404	259.8212	275.1747
ENSG00000184492.6	FOXD4L1	protein_coding	1	1	0	0.0230	0.0082	0.0087
ENSG00000184497.13	TMEM255B	protein_coding	366	189	177	2.8673	1.0205	1.0808
ENSG00000184500.16	PROS1	protein_coding	1503	769	734	16.3127	5.8057	6.1488
ENSG00000184502.4	GAST	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184507.16	NUTM1	protein_coding	3	3	1	0.0409	0.0146	0.0154
ENSG00000184508.12	HDDC3	protein_coding	492	804	720	5.3818	1.9154	2.0286
ENSG00000184515.11	BEX5	protein_coding	41	22	19	2.3857	0.8491	0.8992
ENSG00000184517.12	ZFP1	protein_coding	296	150	146	4.5040	1.6030	1.6977
ENSG00000184523.4	PTGER4P2	transcribed_processed_pseudogene	1	1	0	0.1087	0.0387	0.0410
ENSG00000184524.6	CEND1	protein_coding	14	8	6	0.4919	0.1751	0.1854
ENSG00000184530.9	C6orf58	protein_coding	1	0	1	0.0373	0.0133	0.0141
ENSG00000184544.12	DHRS7C	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184545.11	DUSP8	protein_coding	873	423	451	10.0672	3.5829	3.7947
ENSG00000184557.4	SOCS3	protein_coding	1257	623	634	26.2975	9.3593	9.9123
ENSG00000184560.8	SPEM2	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184564.11	SLITRK6	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184566.3	AC132216.1	lncRNA	0	0	0	0.0000	0.0000	0.0000
ENSG00000184571.13	PIWIL3	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184574.10	LPAR5	protein_coding	143	67	78	2.9517	1.0505	1.1126
ENSG00000184575.12	XPOT	protein_coding	6340	3176	3164	49.5400	17.6313	18.6732
ENSG00000184584.13	STING1	protein_coding	6502	3209	3293	77.5112	27.5862	29.2164
ENSG00000184588.18	PDE4B	protein_coding	230	130	100	1.4732	0.5243	0.5553
ENSG00000184599.13	TAFA3	protein_coding	7	3	4	0.3123	0.1112	0.1177
ENSG00000184601.11	C14orf180	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000184602.6	SNN	protein_coding	6519	3479	3271	114.2375	40.6571	43.0596
ENSG00000184608.9	FAM167A-AS1	lncRNA	4	2	2	0.1027	0.0366	0.0387
ENSG00000184611.12	KCNH7	protein_coding	8	4	5	0.0913	0.0325	0.0344
ENSG00000184612.8	RPL7P26	processed_pseudogene	2	2	0	0.1517	0.0540	0.0572
ENSG00000184613.11	NELL2	protein_coding	296	153	143	2.6433	0.9408	0.9964
ENSG00000184616.9	SPDYE12P	unprocessed_pseudogene	31	14	17	2.1492	0.7649	0.8101
ENSG00000184617.10	ZNF840P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184619.8	KRBA2	protein_coding	158	84	84	0.6690	0.2381	0.2522
ENSG00000184624.4	ZNF72P	unprocessed_pseudogene	0	0	0	0.0000	0.0000	0.0000
ENSG00000184634.16	MED12	protein_coding	5026	2425	2601	38.7172	13.7794	14.5937
ENSG00000184635.16	ZNF93	protein_coding	155	86	70	1.5891	0.5656	0.5990
ENSG00000184640.19	SEPTIN9	protein_coding	22514	11066	11457	93.4843	33.2711	35.2371
ENSG00000184647.11	PRSS55	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184650.11	ODF4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184659.5	FOXD4L4	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184661.14	CDCA2	protein_coding	97	52	45	1.5007	0.5341	0.5657
ENSG00000184669.9	OR7E14P	transcribed_unprocessed_pseudogene	1	1	1	0.0316	0.0113	0.0119
ENSG00000184672.12	RALYL	protein_coding	0	0	0	0.0000	0.0000	0.0000
ENSG00000184675.11	AMER1	protein_coding	180	87	93	1.2246	0.4358	0.4616
ENSG00000184677.18	ZBTB40	protein_coding	1665	853	812	10.3865	3.6966	3.9150
ENSG00000184678.10	H2BC21	protein_coding	345	182	163	8.9942	3.2010	3.3902
ENSG00000184697.7	CLDN6	protein_coding	1	0	1	0.0329	0.0117	0.0124
ENSG00000184698.5	OR51M1	protein_coding	0	0	1	0.0000	0.0000	0.0000
ENSG00000184702.20	SEPTIN5	protein_coding	9	7	2	0.1128	0.0401	0.0425
ENSG00000184708.18	EIF4ENIF1	protein_coding	2125	1387	1436	19.9189	7.0891	7.5080
ENSG00000184709.7	LRRC26	protein_coding	3	3	0	0.1419	0.0505	0.0535
