"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","direction"
"GO:0061318","renal filtration cell differentiation","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"FOXC2/EDNRA/PODXL",3,"Down en respondedores"
"GO:0070977","bone maturation","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"ADAMTS12/THBS3/ADAMTS7",3,"Down en respondedores"
"GO:0072112","podocyte differentiation","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"FOXC2/EDNRA/PODXL",3,"Down en respondedores"
"GO:0072311","glomerular epithelial cell differentiation","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"FOXC2/EDNRA/PODXL",3,"Down en respondedores"
"GO:0090050","positive regulation of cell migration involved in sprouting angiogenesis","3/290","19/11800",0.157894736842105,6.42468239564428,3.75615907345183,0.010633535368889,0.0867642645415933,0.0720898440465122,"FOXC2/NRP1/SRPX2",3,"Down en respondedores"
"GO:0032412","regulation of monoatomic ion transmembrane transporter activity","7/290","99/11800",0.0707070707070707,2.87704632532219,2.97690541750549,0.0109577091038142,0.0889589331022501,0.0739133288084408,"TRPC6/EDNRA/FHL1/GAL/OSR1/KCNE4/SLC6A9",7,"Down en respondedores"
"GO:0045446","endothelial cell differentiation","7/290","99/11800",0.0707070707070707,2.87704632532219,2.97690541750549,0.0109577091038142,0.0889589331022501,0.0739133288084408,"EDNRA/TMEM100/NRP1/S1PR3/FZD4/TIE1/ACVRL1",7,"Down en respondedores"
"GO:0001707","mesoderm formation","5/290","55/11800",0.0909090909090909,3.69905956112853,3.18457323181288,0.0110591177629,0.0893321718040769,0.0742234417327993,"FOXC2/INHBA/SFRP2/WNT5A/HOXA11",5,"Down en respondedores"
"GO:0042310","vasoconstriction","5/290","55/11800",0.0909090909090909,3.69905956112853,3.18457323181288,0.0110591177629,0.0893321718040769,0.0742234417327993,"MMP2/EDNRA/GJA5/COMP/HRH1",5,"Down en respondedores"
"GO:0043408","regulation of MAPK cascade","20/290","466/11800",0.0429184549356223,1.74633713186325,2.60927793135359,0.0111200884210148,0.0896001124523269,0.074446065639636,"FBLN1/PDGFRB/IQGAP3/RRAS/INHBA/IGFBP6/PDGFD/NRP1/MECOM/PDGFB/PDGFRA/NPNT/SH3RF3/GAS6/WNT5A/NTRK2/FLT1/UCHL1/DACT1/ACKR3",20,"Down en respondedores"
"GO:0090049","regulation of cell migration involved in sprouting angiogenesis","4/290","36/11800",0.111111111111111,4.52107279693487,3.35840203358614,0.0113391766785119,0.0911375721567174,0.0757234951309467,"FOXC2/NRP1/MMRN1/SRPX2",4,"Down en respondedores"
"GO:0008585","female gonad development","6/290","77/11800",0.0779220779220779,3.17062248096731,3.03315227823225,0.0115403411203124,0.0922940928803147,0.0766844137653773,"MMP2/INHBA/MMP19/PDGFRA/FZD4/TNFAIP6",6,"Down en respondedores"
"GO:0014033","neural crest cell differentiation","6/290","77/11800",0.0779220779220779,3.17062248096731,3.03315227823225,0.0115403411203124,0.0922940928803147,0.0766844137653773,"FOXC2/EDNRA/NRP1/GSC/ALDH1A2/SEMA3G",6,"Down en respondedores"
"GO:0001558","regulation of cell growth","15/290","317/11800",0.0473186119873817,1.92537800500381,2.65097150200403,0.0117745453358047,0.093702122511848,0.0778543036628644,"FHL1/INHBA/SFRP2/SERTAD3/KIF14/NRP1/NPR1/DCSTAMP/WNT5A/CDKN2D/IGFBP5/LTBP4/MSX1/SEMA3G/ACVRL1",15,"Down en respondedores"
"GO:0050804","modulation of chemical synaptic transmission","15/290","317/11800",0.0473186119873817,1.92537800500381,2.65097150200403,0.0117745453358047,0.093702122511848,0.0778543036628644,"ROR2/TSHZ3/SLC6A6/DBN1/DNM1/LAMA2/CDH11/CLMP/PRRT2/WNT5A/HRH1/NTRK2/NEURL1/SLC6A9/ITPKA",15,"Down en respondedores"
"GO:0051145","smooth muscle cell differentiation","5/290","56/11800",0.0892857142857143,3.63300492610837,3.13488491143813,0.0119059536151351,0.0945145036984741,0.0785292870026024,"EDNRA/TMEM204/PDGFB/COMP/NPNT",5,"Down en respondedores"
"GO:0099177","regulation of trans-synaptic signaling","15/290","318/11800",0.0471698113207547,1.91932335718933,2.63789206068094,0.012091923950858,0.0951885983611007,0.079089372186959,"ROR2/TSHZ3/SLC6A6/DBN1/DNM1/LAMA2/CDH11/CLMP/PRRT2/WNT5A/HRH1/NTRK2/NEURL1/SLC6A9/ITPKA",15,"Down en respondedores"
"GO:0046718","symbiont entry into host cell","7/290","101/11800",0.0693069306930693,2.82007511095937,2.9158123087419,0.0121500427675925,0.0951885983611007,0.079089372186959,"AXL/ITGA5/NRP1/GAS6/TNFRSF4/LGALS1/SLC1A5",7,"Down en respondedores"
"GO:0046545","development of primary female sexual characteristics","6/290","78/11800",0.0769230769230769,3.12997347480106,2.99574315450076,0.0122519980215396,0.0951885983611007,0.079089372186959,"MMP2/INHBA/MMP19/PDGFRA/FZD4/TNFAIP6",6,"Down en respondedores"
"GO:0001779","natural killer cell differentiation","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"AXL/GAS6/NFIL3",3,"Down en respondedores"
"GO:0003156","regulation of animal organ formation","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"WNT2/WNT5A/HOXA11",3,"Down en respondedores"
"GO:0010714","positive regulation of collagen metabolic process","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"INHBA/RGCC/CREB3L1",3,"Down en respondedores"
"GO:0032967","positive regulation of collagen biosynthetic process","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"INHBA/RGCC/CREB3L1",3,"Down en respondedores"
"GO:0033630","positive regulation of cell adhesion mediated by integrin","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"FOXC2/SFRP2/PODXL",3,"Down en respondedores"
"GO:0120255","olefinic compound biosynthetic process","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"DKK3/INHBA/CACNA1H",3,"Down en respondedores"
"GO:2001044","regulation of integrin-mediated signaling pathway","3/290","20/11800",0.15,6.10344827586207,3.62568448211429,0.0122862106479112,0.0951885983611007,0.079089372186959,"LAMA2/NID1/LAMC1",3,"Down en respondedores"
"GO:0016049","cell growth","17/290","379/11800",0.0448548812664908,1.82512965153307,2.59163401233796,0.0124720940495209,0.0961768258356871,0.0799104609716308,"EDNRA/FHL1/INHBA/SFRP2/SERTAD3/KIF14/NRP1/NPR1/DCSTAMP/WNT5A/CDKN2D/IGFBP5/LTBP4/NRN1/MSX1/SEMA3G/ACVRL1",17,"Down en respondedores"
"GO:0032964","collagen biosynthetic process","4/290","37/11800",0.108108108108108,4.39888164026095,3.28671307556803,0.0124734449889287,0.0961768258356871,0.0799104609716308,"INHBA/SERPINH1/RGCC/CREB3L1",4,"Down en respondedores"
"GO:0014823","response to activity","5/290","57/11800",0.087719298245614,3.56926799758016,3.08632205623587,0.0127957990906033,0.0979592885249747,0.0813914561482553,"MMP2/ITGA5/IL10/COL6A1/ANGPT2",5,"Down en respondedores"
"GO:0048332","mesoderm morphogenesis","5/290","57/11800",0.087719298245614,3.56926799758016,3.08632205623587,0.0127957990906033,0.0979592885249747,0.0813914561482553,"FOXC2/INHBA/SFRP2/WNT5A/HOXA11",5,"Down en respondedores"
"GO:1904888","cranial skeletal system development","5/290","57/11800",0.087719298245614,3.56926799758016,3.08632205623587,0.0127957990906033,0.0979592885249747,0.0813914561482553,"FOXC2/PRRX1/EDNRA/PDGFRA/RUNX2",5,"Down en respondedores"
"GO:0010976","positive regulation of neuron projection development","8/290","127/11800",0.062992125984252,2.56312788487646,2.81118266440989,0.0130495929907928,0.0996654933870262,0.0828090909667667,"DBN1/ENC1/WNT5A/DPYSL3/GPC2/EPHA3/NTRK2/ITPKA",8,"Down en respondedores"
